point_id,direction,status,gcs_uri,latitude,longitude,street_bearing,heading,pano_id
0519,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0519_left_40.9686635_29.0591011_297.1.jpg,40.9686635,29.0591011,27.07,297.07,nIREiGY64Oyf132KopLFAA
0520,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0520_forward_40.9688238_29.0592096_27.1.jpg,40.9688238,29.0592096,27.07,27.07,NcKlnCWdgmrTXLFUbE4TJg
0520,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0520_right_40.9688238_29.0592096_117.1.jpg,40.9688238,29.0592096,27.07,117.07,NcKlnCWdgmrTXLFUbE4TJg
0520,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0520_backward_40.9688238_29.0592096_207.1.jpg,40.9688238,29.0592096,27.07,207.07,NcKlnCWdgmrTXLFUbE4TJg
0520,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0520_left_40.9688238_29.0592096_297.1.jpg,40.9688238,29.0592096,27.07,297.07,NcKlnCWdgmrTXLFUbE4TJg
0521,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0521_forward_40.9689151_29.0592714_27.1.jpg,40.9689151,29.0592714,27.07,27.07,5BxUzofr1AgfHeMIVmzVpA
0521,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0521_right_40.9689151_29.0592714_117.1.jpg,40.9689151,29.0592714,27.07,117.07,5BxUzofr1AgfHeMIVmzVpA
0521,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0521_backward_40.9689151_29.0592714_207.1.jpg,40.9689151,29.0592714,27.07,207.07,5BxUzofr1AgfHeMIVmzVpA
0521,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0521_left_40.9689151_29.0592714_297.1.jpg,40.9689151,29.0592714,27.07,297.07,5BxUzofr1AgfHeMIVmzVpA
0522,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0522_forward_40.9717357_29.0484648_35.6.jpg,40.9717357,29.0484648,35.62,35.62,u2I73YgMCksCvP6JpM3O1w
